pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
HD 216770,b,HD 216770 b,Radial Velocity,0,1,118.45,0.55,-0.55,0,0.46,0.01,-0.01,0,0.37,0.06,-0.06,0,,,,0,0.57,0.05,-0.05,0,Msini,,,,0,,,,0,0,0,0,0,22h55m53.71s,343.973785,-26d39m31.5s,-26.658764,36.7,0.1,-0.1,0,36.7,0.1,-0.1,0,8.094,0.013,0,V (Johnson),7.916,,0,5399,18,-18,0,0.74,0.07,-0.07,0,0.93,0.02,-0.02,0,9/6/2018,La Silla Observatory
HD 21693,b,HD 21693 b,Radial Velocity,0,2,22.6786,0.0085,-0.0087,0,0.1455,0.0058,-0.0063,0,0.12,0.09,-0.08,0,,,,0,0.0259,0.0034,-0.0033,0,Msini,,,,0,,,,0,0,0,0,0,03h27m12.48s,51.80201,-58d19m25.3s,-58.323681,32.38,0.51,-0.51,0,33.29,0.03,-0.03,0,7.95,,0,V (Johnson),7.757,,0,5430,26,-26,0,0.8,,,0,,,,0,2/7/2019,La Silla Observatory
HD 21693,c,HD 21693 c,Radial Velocity,0,2,53.7357,0.0312,-0.0309,0,0.2586,0.0103,-0.0113,0,0.07,0.06,-0.05,0,,,,0,0.0547,0.0056,-0.0056,0,Msini,,,,0,,,,0,0,0,0,0,03h27m12.48s,51.80201,-58d19m25.3s,-58.323681,32.38,0.51,-0.51,0,33.29,0.03,-0.03,0,7.95,,0,V (Johnson),7.757,,0,5430,26,-26,0,0.8,,,0,,,,0,2/7/2019,La Silla Observatory
HD 217107,b,HD 217107 b,Radial Velocity,0,2,7.12682,0.000039,-0.000039,0,0.08,0,0,0,0.13,0.01,-0.01,0,,,,0,1.3,0.05,-0.05,0,Msini,,,,0,,,,0,0,0,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,20.07,0.02,-0.02,0,20.07,0.02,-0.02,0,6.16,,0,V (Johnson),5.955,,0,5622,17,-17,0,1,0.05,-0.05,0,1.11,0.01,-0.01,0,9/6/2018,Lick Observatory
HD 217107,c,HD 217107 c,Radial Velocity,0,2,4270,220,-220,0,5.32,0.38,-0.38,0,0.517,0.033,-0.033,0,,,,,2.6,0.15,-0.15,0,Msini,,,,,,,,,0,0,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,20.07,0.02,-0.02,0,20.07,0.02,-0.02,0,6.16,,0,V (Johnson),5.955,,0,5622,17,-17,0,1,0.05,-0.05,0,1.11,0.01,-0.01,0,5/14/2014,Lick Observatory
HD 217786,b,HD 217786 b,Radial Velocity,0,1,1319,4,-4,0,2.38,0.04,-0.04,0,0.4,0.05,-0.05,0,,,,0,13,0.8,-0.8,0,Msini,,,,0,,,,0,0,0,0,0,23h03m08.20s,345.78418,-00d25m46.6s,-0.429622,54.8,2,-2,0,55.57,0.24,-0.24,0,7.8,,0,V (Johnson),7.636,,0,5966,65,-65,0,1.02,0.03,-0.03,0,1.27,0.06,-0.06,0,1/31/2019,La Silla Observatory
HD 217850,b,HD 217850 b,Radial Velocity,0,1,3501.3,2.1,-2.1,0,4.56,0.24,-0.24,0,0.7621,0.0019,-0.0019,0,,,,0,21.6,2.6,-2.6,0,Msini,,,,0,,,,0,0,0,0,0,23h02m36.67s,345.652771,+58d52m33.3s,58.875927,65.9,0.87,-0.87,0,65.9,0.87,-0.87,0,8.52,,0,V (Johnson),8.321,,0,5544,,,0,1.03,0.16,-0.16,0,1.21,0.06,-0.06,0,9/27/2018,W. M. Keck Observatory
HD 218566,b,HD 218566 b,Radial Velocity,0,1,225.7,0.4,-0.4,0,0.69,0.01,-0.01,0,0.3,0.1,-0.1,0,,,,0,0.2,0.06,-0.06,0,Msini,,,,0,,,,0,0,0,0,0,23h09m10.73s,347.294708,-02d15m38.7s,-2.260742,28.85,0.04,-0.04,0,28.85,0.04,-0.04,0,8.628,0.016,0,V (Johnson),8.274,,0,4730,100,-100,0,0.76,0.32,-0.32,0,0.85,0.04,-0.04,0,9/6/2018,W. M. Keck Observatory
HD 219077,b,HD 219077 b,Radial Velocity,0,1,5501,130,-119,0,6.22,0.09,-0.09,0,0.77,0.003,-0.003,0,,,,,10.39,0.09,-0.09,0,Msini,,,,,,,,,0,0,0,0,23h14m06.58s,348.527435,-62d42m00.0s,-62.700005,29.21,0.04,-0.04,0,29.21,0.04,-0.04,0,6.12,,0,V (Johnson),5.905,,0,5362,18,-18,0,1.05,0.02,-0.02,0,1.91,0.03,-0.03,0,5/14/2014,La Silla Observatory
HD 219134,b,HD 219134 b,Radial Velocity,0,6,3.092926,0.00001,-0.00001,0,0.03876,0.00047,-0.00047,0,0,,,0,85.05,0.09,-0.09,0,0.01491,0.0006,-0.0006,0,Mass,0.143,0.005,-0.005,0,6.34,0.72,-0.72,0,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,Roque de los Muchachos Observatory
HD 219134,c,HD 219134 c,Radial Velocity,0,6,6.76458,0.00033,-0.00033,0,0.0653,0.0008,-0.0008,0,0.062,0.039,-0.039,0,87.28,0.1,-0.1,0,0.01372,0.00069,-0.00069,0,Mass,0.135,0.004,-0.004,0,6.95,0.77,-0.77,0,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,Roque de los Muchachos Observatory
HD 219134,d,HD 219134 d,Radial Velocity,0,6,46.859,0.028,-0.028,0,0.237,0.003,-0.003,0,0.138,0.025,-0.025,0,,,,,0.05088,0.00201,-0.00201,-1,Mass,0.144,0.002,-0.002,-1,,,,,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,Roque de los Muchachos Observatory
HD 219134,f,HD 219134 f,Radial Velocity,1,6,22.717,0.015,-0.015,0,0.1463,0.0018,-0.0018,0,0.148,0.047,-0.047,0,,,,,0.02297,0.00126,-0.00126,-1,Mass,0.117,0.002,-0.002,-1,,,,,0,0,0,1,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,3/16/2017,Multiple Observatories
HD 219134,g,HD 219134 g,Radial Velocity,0,6,94.2,0.2,-0.2,0,0.3753,0.0004,-0.0004,0,0,,,0,,,,,0.034,0.004,-0.004,0,Msini,,,,,,,,,0,0,0,0,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,11/19/2015,Multiple Observatories
HD 219134,h,HD 219134 h,Radial Velocity,0,6,2247,43,-43,0,3.11,0.04,-0.04,0,0.06,0.04,-0.04,0,,,,,0.34,0.02,-0.02,0,Msini,,,,,,,,,0,0,0,2,23h13m16.98s,348.32074,+57d10m06.1s,57.168354,6.53,0,0,0,6.53,0,0,0,5.57,,0,V (Johnson),5.208,,0,4699,16,-16,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,11/19/2015,Roque de los Muchachos Observatory
HD 219415,b,HD 219415 b,Radial Velocity,0,1,2093.3,32.7,-32.7,0,3.2,,,0,0.4,0.09,-0.09,0,,,,,1,,,0,Msini,,,,,,,,,0,0,0,0,23h14m53.83s,348.724278,+56d43m49.2s,56.730328,165.97,0.9,-0.9,0,165.97,0.9,-0.9,0,8.94,,0,V (Johnson),8.597,,0,4820,20,-20,0,1,0.1,-0.1,0,2.9,0.4,-0.4,0,9/18/2015,McDonald Observatory
HD 219828,b,HD 219828 b,Radial Velocity,0,2,3.83492,0.00014,-0.00014,0,0.0507,0.0029,-0.0029,0,0.101,0.063,-0.063,0,,,,0,0.066,0.012,-0.012,0,Msini,,,,0,,,,0,0,0,0,0,23h18m46.74s,349.694733,+18d38m44.6s,18.64572,73.27,0.35,-0.35,0,73.27,0.35,-0.35,0,8.04,,0,V (Johnson),7.883,,0,5807,,,0,1.18,0.2,-0.2,0,1.61,0.1,-0.1,0,9/27/2018,La Silla Observatory
HD 219828,c,HD 219828 c,Radial Velocity,0,2,4682,99,-99,0,5.79,0.41,-0.41,0,0.8102,0.0051,-0.0051,0,,,,0,14.6,2.3,-2.3,0,Msini,,,,0,,,,0,0,0,0,0,23h18m46.74s,349.694733,+18d38m44.6s,18.64572,73.27,0.35,-0.35,0,73.27,0.35,-0.35,0,8.04,,0,V (Johnson),7.883,,0,5807,,,0,1.18,0.2,-0.2,0,1.61,0.1,-0.1,0,9/27/2018,Multiple Facilities
HD 220074,b,HD 220074 b,Radial Velocity,0,1,672.09998,3.7,-3.7,0,1.6,0.13,-0.13,0,0.14,0.05,-0.05,0,,,,0,16.64,13.26,-13.26,0,Msini,,,,0,,,,0,0,0,0,0,23h20m14.38s,350.059906,+61d58m12.5s,61.970127,327.41,6.38,-6.38,0,327.41,6.38,-6.38,0,6.4,,0,V (Johnson),5.609,,0,3787,110,-110,0,2.2,2.62,-2.62,0,54.92,8.76,-8.76,0,9/6/2018,Bohyunsan Optical Astronomical Observatory
HD 220689,b,HD 220689 b,Radial Velocity,0,1,2266.4,65.84,-58.77,0,3.396,0.084,-0.081,0,0.054,0.061,-0.038,0,,,,0,1.118,0.035,-0.035,0,Msini,,,,0,,,,0,0,0,0,0,23h25m52.99s,351.470795,-20d36m57.7s,-20.61603,46.94,0.1,-0.1,0,46.94,0.1,-0.1,0,7.795,0.062,0,V (Johnson),7.594,,0,5921,26,-26,0,1.02,0.05,-0.05,0,1.07,0.05,-0.05,0,6/27/2019,La Silla Observatory
HD 220773,b,HD 220773 b,Radial Velocity,0,1,3724.7,463,-463,0,4.94,0.2,-0.2,0,0.51,0.1,-0.1,0,,,,0,1.45,0.3,-0.3,0,Msini,,,,0,,,,0,0,0,0,0,23h26m27.44s,351.614349,+08d38m37.8s,8.643845,49,,,0,50.58,0.17,-0.17,0,7.093,,0,V (Johnson),6.946,,0,5940,100,-100,0,1.16,,,0,,,,0,1/31/2019,McDonald Observatory
HD 220842,b,HD 220842 b,Radial Velocity,0,1,218.47,0.19,-0.19,0,0.74,0.018,-0.018,0,0.404,0.009,-0.009,0,,,,,3.18,0.15,-0.15,0,Msini,,,,,,,,,0,0,0,0,23h26m36.99s,351.654114,+56d53m11.5s,56.886528,62.5,2.8,-2.8,0,64.77,0.17,-0.17,0,7.99,0.01,0,V (Johnson),7.834,,0,5960,20,-20,0,1.13,0.06,-0.06,0,,,,,2/25/2016,Haute-Provence Observatory
HD 221287,b,HD 221287 b,Radial Velocity,0,1,456.1,7.7,-5.8,0,1.25,0.04,-0.04,0,0.08,0.17,-0.05,0,,,,,3.09,0.79,-0.79,0,Msini,,,,,,,,,0,0,0,0,23h31m20.34s,352.834747,-58d12m35.0s,-58.209732,56.01,0.13,-0.13,0,56.01,0.13,-0.13,0,7.807,0.01,0,V (Johnson),7.682,,0,6304,45,-45,0,1.25,0.1,-0.1,0,,,,,5/14/2014,La Silla Observatory
HD 221420,b,HD 221420 b,Radial Velocity,0,1,22482,4200,-4100,0,18.5,2.3,-2.3,0,0.42,0.05,-0.07,0,,,,0,9.7,1.1,-1,0,Msini,,,,0,,,,0,0,0,0,0,23h33m19.58s,353.331604,-77d23m07.2s,-77.38533,31.17,0.04,-0.04,0,31.17,0.04,-0.04,0,5.81,,0,V (Johnson),5.641,,0,5830,44,-44,0,1.67,0.11,-0.11,0,,,,0,5/9/2019,Anglo-Australian Telescope
HD 221585,b,HD 221585 b,Radial Velocity,0,1,1173,16,-16,0,2.306,0.081,-0.081,0,0.123,0.069,-0.069,0,,,,,1.61,0.14,-0.14,0,Msini,,,,,,,,,0,0,0,0,23h32m54.05s,353.225189,+63d09m19.7s,63.155483,55.94,0.1,-0.1,0,55.94,0.1,-0.1,0,7.465,0.01,0,V (Johnson),7.281,,0,5620,27,-27,0,1.19,0.12,-0.12,0,,,,,5/19/2016,Haute-Provence Observatory
HD 222076,b,HD 222076 b,Radial Velocity,0,1,871,19,-19,0,1.83,0.03,-0.03,0,0.08,0.05,-0.05,0,,,,,1.56,0.11,-0.11,0,Msini,,,,,,,,,0,0,0,0,23h38m07.95s,354.533112,-70d54m12.1s,-70.903358,91.39,0.18,-0.18,0,91.39,0.18,-0.18,0,7.459,0.01,0,V (Johnson),7.188,,0,4806,100,-100,0,1.07,0.25,-0.25,0,4.1,0.6,-0.6,0,12/1/2016,Multiple Observatories
HD 222155,b,HD 222155 b,Radial Velocity,0,1,3999,500,-500,0,5.14,0.46,-0.46,0,0.16,0.22,-0.22,0,,,,0,2.12,0.5,-0.5,0,Msini,,,,0,,,,0,0,0,0,0,23h38m00.31s,354.501282,+48d59m47.5s,48.996521,50.68,0.08,-0.08,0,50.68,0.08,-0.08,0,7.114,0.01,0,V (Johnson),6.936,,0,5701,44,-44,0,1.21,0.1,-0.1,0,1.85,0.04,-0.04,0,9/6/2018,Haute-Provence Observatory
HD 222582,b,HD 222582 b,Radial Velocity,0,1,572.38,0.61,-0.61,0,1.34,0.02,-0.02,0,0.73,0.01,-0.01,0,,,,0,8.37,0.4,-0.4,0,Msini,,,,0,,,,0,0,0,0,0,23h41m51.53s,355.464722,-05d59m08.7s,-5.985757,42.21,0.11,-0.11,0,42.21,0.11,-0.11,0,7.68,,0,V (Johnson),7.519,,0,5790,14,-14,0,1.12,0.06,-0.06,0,1.13,0.02,-0.02,0,9/6/2018,W. M. Keck Observatory
HD 224538,b,HD 224538 b,Radial Velocity,0,1,1189.1,5.1,-5.1,0,2.28,0.08,-0.08,0,0.464,0.022,-0.022,0,,,,,5.97,0.42,-0.42,0,Msini,,,,,,,,,0,0,0,0,23h58m51.76s,359.715668,-61d35m12.4s,-61.586773,79.24,0.18,-0.18,0,79.24,0.18,-0.18,0,8.06,,0,V (Johnson),7.922,,0,6097,100,-100,0,1.34,0.05,-0.05,0,1.54,0.06,-0.06,0,11/10/2016,Multiple Observatories
HD 224693,b,HD 224693 b,Radial Velocity,0,1,26.6904,0.0019,-0.0019,0,0.191,0.014,-0.014,0,0.104,0.017,-0.017,0,,,,0,0.7,0.12,-0.12,0,Msini,,,,0,,,,0,0,0,0,0,23h59m53.83s,359.974304,-22d25m41.2s,-22.428114,93.75,0.51,-0.51,0,93.75,0.51,-0.51,0,8.23,,0,V (Johnson),8.085,,0,5894,,,0,1.31,0.29,-0.29,0,1.93,0.18,-0.18,0,9/27/2018,W. M. Keck Observatory
HD 22781,b,HD 22781 b,Radial Velocity,0,1,528.07,0.14,-0.14,0,1.167,0.039,-0.039,0,0.8191,0.0023,-0.0023,0,,,,0,13.65,0.97,-0.97,0,Msini,,,,0,,,,0,0,0,0,0,03h40m49.53s,55.206356,+31d49m34.6s,31.82629,32.63,0.11,-0.11,0,32.63,0.11,-0.11,0,8.766,0.016,0,V (Johnson),8.524,,0,5027,50,-50,0,0.75,0.03,-0.03,0,,,,,1/31/2019,Haute-Provence Observatory
HD 23079,b,HD 23079 b,Radial Velocity,0,1,730.59998,5.7,-5.7,0,1.6,0.03,-0.03,0,0.1,0.03,-0.03,0,,,,0,2.61,0.11,-0.11,0,Msini,,,,0,,,,0,0,0,0,0,03h39m43.09s,54.929562,-52d54m57.0s,-52.915836,33.49,0.03,-0.03,0,33.49,0.03,-0.03,0,7.12,,0,V (Johnson),6.962,,0,5974,10,-10,0,1.12,0.06,-0.06,0,1.07,0.01,-0.01,0,9/6/2018,Anglo-Australian Telescope
HD 23127,b,HD 23127 b,Radial Velocity,0,1,1211.17,11.11,-8.91,0,2.37,0.032,-0.032,0,0.406,0.083,-0.09,0,,,,0,1.527,0.037,-0.038,0,Msini,,,,0,,,,0,0,0,0,0,03h39m23.64s,54.848495,-60d04m40.2s,-60.077843,94.11,0.21,-0.21,0,94.11,0.21,-0.21,0,8.576,0.002,0,V (Johnson),8.42,,0,5843,52,-52,0,1.21,0.04,-0.04,0,1.49,0.1,-0.1,0,6/27/2019,Anglo-Australian Telescope
HD 231701,b,HD 231701 b,Radial Velocity,0,1,141.63,0.067,-0.067,0,0.567,0.053,-0.053,0,0.13,0.032,-0.032,0,,,,0,1.13,0.25,-0.25,0,Msini,,,,0,,,,0,0,0,0,0,19h32m04.16s,293.017334,+16d28m27.4s,16.474291,109.22,0.47,-0.47,0,109.22,0.47,-0.47,0,8.97,,0,V (Johnson),8.831,,0,6101,,,0,1.21,0.34,-0.34,0,1.53,0.2,-0.2,0,9/27/2018,W. M. Keck Observatory
HD 233604,b,HD 233604 b,Radial Velocity,0,1,192,0.22,-0.22,0,0.747,,,0,0.05,0.03,-0.03,0,,,,,6.575,,,0,Msini,,,,,,,,,0,0,0,0,09h09m48.81s,137.45338,+53d34m05.6s,53.56823,868.63,27.77,-27.77,0,868.63,27.77,-27.77,0,10.406,0.049,0,V (Johnson),10.105,,0,4791,45,-45,0,1.5,0.3,-0.3,0,10.9,0.6,-0.6,0,5/14/2014,McDonald Observatory
HD 23596,b,HD 23596 b,Radial Velocity,0,1,1561,12,-12,0,2.77,0.05,-0.05,0,0.27,0.01,-0.01,0,,,,0,9.03,0.74,-0.74,0,Msini,,,,0,,,,0,0,0,0,0,03h48m00.37s,57.001556,+40d31m50.3s,40.530636,52.08,0.1,-0.1,0,52.08,0.1,-0.1,0,7.244,0.011,0,V (Johnson),7.104,,0,6040,29,-29,0,1.47,0.18,-0.18,0,1.53,0.03,-0.03,0,9/6/2018,Haute-Provence Observatory
HD 238914,b,HD 238914 b,Radial Velocity,0,1,4100,210,-210,0,5.7,0.9,-0.9,0,0.56,0.07,-0.05,0,,,,0,6,2.7,-2.7,0,Msini,,,,0,,,,0,0,0,0,0,18h38m20.21s,279.584229,+59d15m13.9s,59.253857,527.24,8.42,-8.42,0,527.24,8.42,-8.42,0,8.79,0.016,0,V (Johnson),8.497,,0,4769,15,-15,0,1.47,0.47,-0.47,0,12.73,3.89,-3.89,0,1/25/2018,Multiple Observatories
HD 240210,b,HD 240210 b,Radial Velocity,0,1,501.75,2.33,-2.33,0,1.16,,,0,0.15,0.02,-0.02,0,,,,,5.21,,,0,Msini,,,,,,,,,0,0,0,0,23h10m29.23s,347.621792,+57d01m46.0s,57.029456,142.86,84.42,-38.69,0,376.37,4.95,-4.95,0,8.33,,0,V (Johnson),7.645,,0,4297,25,-25,0,0.82,0.15,-0.15,0,,,,,11/19/2014,McDonald Observatory
HD 240237,b,HD 240237 b,Radial Velocity,0,1,745.70001,14,-14,0,1.92,0.16,-0.16,0,0.4,0.1,-0.1,0,,,,0,15.89,5.58,-5.58,0,Msini,,,,0,,,,0,0,0,0,0,23h15m42.22s,348.925934,+58d02m35.7s,58.04324,958.16,33.42,-33.42,0,958.16,33.42,-33.42,0,8.19,,0,V (Johnson),7.493,,0,3926,100,-100,0,8.76,4.21,-4.21,0,71.23,17.07,-17.07,0,9/6/2018,McDonald Observatory
HD 24040,b,HD 24040 b,Radial Velocity,0,1,3668,170,-170,0,4.92,0.21,-0.21,0,0.04,0.06,-0.06,0,,,,0,3.86,0.36,-0.36,0,Msini,,,,0,,,,0,0,0,0,0,03h50m22.97s,57.595699,+17d28m34.9s,17.476366,46.68,0.14,-0.14,0,46.68,0.14,-0.14,0,7.493,0.011,0,V (Johnson),7.335,,0,5802,15,-15,0,1.11,0.12,-0.12,0,1.3,0.02,-0.02,0,9/6/2018,W. M. Keck Observatory
HD 24064,b,HD 24064 b,Radial Velocity,0,1,535.59998,3,-3,0,1.29,0.04,-0.04,0,0.35,0.08,-0.08,0,,,,0,12.89,2.89,-2.89,0,Msini,,,,0,,,,0,0,0,0,0,03h56m36.30s,59.151241,+74d04m48.1s,74.080032,302.86,1.96,-1.96,0,302.86,1.96,-1.96,0,6.75,,0,V (Johnson),6.173,,0,4052,22,-22,0,1.61,0.53,-0.53,0,40,4.2,-4.2,0,9/6/2018,Bohyunsan Optical Astronomical Observatory
HD 24085,b,HD 24085 b,Radial Velocity,0,1,2.0455,0.0002,-0.0002,0,0.034,0.001,-0.001,0,0.22,0.12,-0.12,0,,,,0,0.03713,0.00975,-0.00975,0,Msini,,,,0,,,,0,0,0,0,0,03h45m01.55s,56.256458,-70d01m26.8s,-70.024101,54.99,,,0,54.99,0.07,-0.07,0,7.564,0.011,0,V (Johnson),,,,6034,32,-53,0,1.22,0.07,-0.07,0,,,,0,5/23/2019,Las Campanas Observatory
HD 25015,b,HD 25015 b,Radial Velocity,0,1,6019.32,679.365,-262.98,0,6.19,0.45,-0.23,0,0.39,0.09,-0.07,0,,,,0,4.48,0.3,-0.28,0,Msini,,,,0,,,,0,0,0,0,0,03h57m43.92s,59.432999,-20d16m04.1s,-20.267792,37.47,0.07,-0.07,0,37.47,0.07,-0.07,0,8.87,,0,V (Johnson),8.599,,0,5160,63,-63,0,0.86,0.05,-0.05,0,0.83,0.04,-0.04,0,4/11/2019,La Silla Observatory
HD 25171,b,HD 25171 b,Radial Velocity,0,1,1802.29,24.12,-22.92,0,2.971,0.033,-0.032,0,0.042,0.046,-0.029,0,,,,0,0.915,0.011,-0.012,0,Msini,,,,0,,,,0,0,0,0,0,03h55m49.44s,58.956001,-65d11m12.0s,-65.186676,55.7,0.09,-0.09,0,55.7,0.09,-0.09,0,7.782,0.013,0,V (Johnson),7.638,,0,6125,21,-21,0,1.08,0.02,-0.02,0,1.23,0.04,-0.04,0,6/27/2019,La Silla Observatory
HD 2638,b,HD 2638 b,Radial Velocity,0,1,3.4442,0.0002,-0.0002,0,0.04,0,0,0,0,,,0,,,,0,0.42,0.03,-0.03,0,Msini,,,,0,,,,0,0,0,0,0,00h29m59.87s,7.499466,-05d45m50.4s,-5.764002,55.05,0.15,-0.15,0,55.05,0.15,-0.15,0,9.375,0.023,0,V (Johnson),9.193,,0,5186,8,-8,0,0.77,0.09,-0.09,0,0.94,0.03,-0.03,0,9/6/2018,La Silla Observatory
HD 26965,b,HD 26965 b,Radial Velocity,0,1,42.378,0.01,-0.01,0,,,,0,0.04,0.05,-0.03,0,,,,0,0.02665,0.00148,-0.00148,0,Msini,,,,0,,,,0,0,0,0,0,04h15m16.32s,63.818001,-07d39m10.3s,-7.652871,5.04,0.01,-0.01,0,5.04,0.01,-0.01,0,4.43,,0,V (Johnson),4.107,,0,5072,53,-53,0,0.78,0.08,-0.08,0,0.87,0.17,-0.17,0,8/9/2018,Multiple Observatories
HD 27442,b,HD 27442 b,Radial Velocity,0,1,428.1,1.1,-1.1,0,1.271,0.073,-0.073,0,0.06,0.043,-0.043,0,,,,,1.56,0.14,-0.14,0,Msini,,,,,,,,,0,0,0,0,04h16m29.03s,64.120956,-59d18m07.8s,-59.302155,18.28,0.05,-0.05,0,18.28,0.05,-0.05,0,4.44,,0,V (Johnson),4.064,,0,4846,44,-44,0,1.23,,,0,,,,,7/23/2014,Anglo-Australian Telescope
HD 27631,b,HD 27631 b,Radial Velocity,0,1,2198.14,54.11,-50.34,0,3.242,0.07,-0.068,0,0.141,0.062,-0.065,0,,,,0,1.494,0.042,-0.042,0,Msini,,,,0,,,,0,0,0,0,0,04h19m45.47s,64.939461,-41d57m37.0s,-41.960266,50.36,0.08,-0.08,0,50.36,0.08,-0.08,0,8.243,0.012,0,V (Johnson),8.085,,0,5737,36,-36,0,0.94,0.03,-0.03,0,0.92,0.03,-0.03,0,6/27/2019,La Silla Observatory
HD 27894,b,HD 27894 b,Radial Velocity,0,3,18.02,0.01,-0.02,0,0.125,0.0001,-0.0001,0,0.047,0.012,-0.008,0,,,,,0.665,0.009,-0.007,0,Msini,,,,,,,,,0,0,0,0,04h20m47.05s,65.19603,-59d24m39.0s,-59.410835,43.88,0.06,-0.06,0,43.88,0.06,-0.06,0,9.349,0.021,0,V (Johnson),9.066,,0,,,,,0.8,,,0,,,,,6/15/2017,La Silla Observatory
HD 27894,c,HD 27894 c,Radial Velocity,0,3,36.07,0.26,-0.09,0,0.198,0.001,-0.001,0,0.015,0.02,-0.002,0,,,,,0.162,0.011,-0.04,0,Msini,,,,,,,,,0,0,0,0,04h20m47.05s,65.19603,-59d24m39.0s,-59.410835,43.88,0.06,-0.06,0,43.88,0.06,-0.06,0,9.349,0.021,0,V (Johnson),9.066,,0,,,,,0.8,,,0,,,,,6/15/2017,La Silla Observatory
HD 27894,d,HD 27894 d,Radial Velocity,0,3,5174,171,-82,0,5.448,0.119,-0.058,0,0.389,0.087,-0.03,0,,,,,5.415,0.239,-1.214,0,Msini,,,,,,,,,0,0,0,0,04h20m47.05s,65.19603,-59d24m39.0s,-59.410835,43.88,0.06,-0.06,0,43.88,0.06,-0.06,0,9.349,0.021,0,V (Johnson),9.066,,0,,,,,0.8,,,0,,,,,6/15/2017,La Silla Observatory
HD 28185,b,HD 28185 b,Radial Velocity,0,1,379,2,-2,0,1.02,0.02,-0.02,0,0.05,0.03,-0.03,0,,,,0,5.9,0.24,-0.24,0,Msini,,,,0,,,,0,0,0,0,0,04h26m26.32s,66.609673,-10d33m03.0s,-10.550821,39.43,0.06,-0.06,0,39.43,0.06,-0.06,0,7.81,0.011,0,V (Johnson),7.627,,0,5662,11,-11,0,1.02,0.06,-0.06,0,1.03,0.01,-0.01,0,9/6/2018,La Silla Observatory
HD 28254,b,HD 28254 b,Radial Velocity,0,1,1116,26,-26,0,2.15,0.04,-0.05,0,0.81,0.05,-0.02,0,,,,,1.16,0.1,-0.06,0,Msini,,,,,,,,,0,0,0,0,04h24m50.71s,66.211273,-50d37m19.9s,-50.622192,54.7,1.6,-1.5,0,55.38,0.09,-0.09,0,7.684,0.011,0,V (Johnson),7.5,,0,5664,35,-35,0,1.06,,,0,1.48,0.06,-0.06,0,11/19/2014,La Silla Observatory
HD 285507,b,HD 285507 b,Radial Velocity,0,1,6.0881,0.0018,-0.0018,0,0.06,0,0,0,0.09,0.02,-0.02,0,,,,0,0.98,0.1,-0.1,0,Msini,,,,0,,,,0,0,0,0,0,04h07m01.22s,61.755104,+15d20m06.1s,15.335032,45.09,0.24,-0.24,0,45.09,0.24,-0.24,0,10.267,0.06,0,V (Johnson),10.04,,0,4503,73,-73,0,0.82,0.12,-0.12,0,0.69,0.02,-0.02,0,9/6/2018,Fred Lawrence Whipple Observatory
