pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
HD 69830,d,HD 69830 d,Radial Velocity,0,3,197,3,-3,0,0.63,,,0,0.07,0.07,-0.07,0,,,,,0.057,,,0,Msini,,,,,,,,,0,0,0,0,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.56,0.01,-0.01,0,12.56,0.01,-0.01,0,6,,0,V (Johnson),5.739,,0,5385,20,-20,0,0.86,0.03,-0.03,0,,,,,3/26/2015,La Silla Observatory
HD 70573,b,HD 70573 b,Radial Velocity,0,1,851.8,11.6,-11.6,0,1.76,0.05,-0.05,0,0.4,0.1,-0.1,0,,,,,6.1,0.4,-0.4,0,Msini,,,,,,,,,0,0,0,0,08h22m49.95s,125.708135,+01d51m33.6s,1.859323,45.7,,,0,59.28,0.16,-0.16,0,11.424,0.106,0,V (Johnson),8.543,,0,5737,70,-70,0,1,0.1,-0.1,0,,,,,3/26/2015,La Silla Observatory
HD 70642,b,HD 70642 b,Radial Velocity,0,1,2124.54,14.65,-13.51,0,3.318,0.022,-0.021,0,0.175,0.044,-0.044,0,,,,0,1.993,0.018,-0.018,0,Msini,,,,0,,,,0,0,0,0,0,08h21m28.14s,125.367233,-39d42m19.5s,-39.70541,29.3,0.03,-0.03,0,29.3,0.03,-0.03,0,7.169,,0,V (Johnson),6.992,,0,5732,23,-23,0,1.08,0.01,-0.01,0,0.98,0.02,-0.02,0,6/27/2019,Anglo-Australian Telescope
HD 7199,b,HD 7199 b,Radial Velocity,0,1,615,7,-7,0,1.36,0.02,-0.02,0,0.19,0.16,-0.16,0,,,,0,0.27,0.03,-0.03,0,Msini,,,,0,,,,0,0,0,0,0,01h10m47.22s,17.696762,-66d11m17.4s,-66.188164,36.19,0.04,-0.04,0,36.19,0.04,-0.04,0,8.027,0.011,0,V (Johnson),7.837,,0,5371,28,-28,0,0.77,0.09,-0.09,0,0.97,0.02,-0.02,0,9/6/2018,La Silla Observatory
HD 72490,b,HD 72490 b,Radial Velocity,0,1,858,12,-12,0,1.88,0.21,-0.21,0,0.124,0.046,-0.046,0,,,,0,1.768,0.08,-0.08,0,Msini,,,,,,,,0,0,0,1,0,08h33m36.65s,128.40271,+13d33m02.8s,13.55079,126.79,1.09,-1.09,0,126.79,1.09,-1.09,0,7.82,,0,V (Johnson),7.574,,0,4934,,,0,1.21,,,0,4.96,,,0,12/6/2018,W. M. Keck Observatory
HD 72659,b,HD 72659 b,Radial Velocity,0,1,3658,32,-32,0,4.75,0.08,-0.08,0,0.22,0.03,-0.03,0,,,,0,3.85,0.23,-0.23,0,Msini,,,,0,,,,0,0,0,0,0,08h34m03.19s,128.51329,-01d34m05.6s,-1.568217,51.97,0.14,-0.14,0,51.97,0.14,-0.14,0,7.46,,0,V (Johnson),7.311,,0,5932,19,-19,0,1.43,0.11,-0.11,0,1.46,0.02,-0.02,0,9/6/2018,W. M. Keck Observatory
HD 72892,b,HD 72892 b,Radial Velocity,0,1,39.475,0.004,-0.004,0,0.228,0.008,-0.008,0,0.423,0.006,-0.006,0,,,,,5.45,0.37,-0.37,0,Msini,,,,,,,,,0,0,0,0,08h34m52.60s,128.719147,-14d27m24.1s,-14.456694,69.87,0.19,-0.19,0,69.87,0.19,-0.19,0,8.83,,0,V (Johnson),8.647,,0,5688,100,-100,0,1.02,0.05,-0.05,0,1.22,0.06,-0.06,0,11/10/2016,Multiple Observatories
HD 73267,b,HD 73267 b,Radial Velocity,0,1,1245.36,2.81,-2.81,0,2.187,0.016,-0.016,0,0.23,0.014,-0.014,0,,,,0,3.097,0.044,-0.043,0,Msini,,,,0,,,,0,0,0,0,0,08h36m17.78s,129.074066,-34d27m35.9s,-34.45998,54.91,3,-3,0,50.48,0.07,-0.07,0,8.889,,0,V (Johnson),8.678,,0,5387,10,-10,0,0.9,0.02,-0.02,0,0.91,0.03,-0.03,0,6/27/2019,La Silla Observatory
HD 73526,b,HD 73526 b,Radial Velocity,0,2,188.3,0.9,-0.9,0,0.65,0.01,-0.01,0,0.19,0.05,-0.05,0,,,,0,3.08,0.31,-0.31,0,Msini,,,,0,,,,0,0,0,0,0,08h37m16.48s,129.31868,-41d19m08.8s,-41.319103,97.51,0.32,-0.32,0,97.51,0.32,-0.32,0,8.971,0.016,0,V (Johnson),8.797,,0,5601,24,-24,0,1.14,0.15,-0.15,0,1.53,0.03,-0.03,0,9/6/2018,Anglo-Australian Telescope
HD 73526,c,HD 73526 c,Radial Velocity,0,2,379.1,0.5,-0.5,0,1.03,0.02,-0.02,0,0.28,0.05,-0.05,0,,,,,2.25,0.13,-0.13,0,Msini,,,,,,,,,0,0,0,0,08h37m16.48s,129.31868,-41d19m08.8s,-41.319103,97.51,0.32,-0.32,0,97.51,0.32,-0.32,0,8.971,0.016,0,V (Johnson),8.797,,0,5601,24,-24,0,1.14,0.15,-0.15,0,1.53,0.03,-0.03,0,5/14/2014,Anglo-Australian Telescope
HD 73534,b,HD 73534 b,Radial Velocity,0,1,1750,24,-24,0,2.99,0.15,-0.15,0,0.126,0.057,-0.057,0,,,,0,1.112,0.059,-0.059,0,Msini,,,,,,,,0,0,0,0,0,08h39m15.80s,129.815842,+12d57m37.4s,12.960376,83.53,0.37,-0.37,0,83.53,0.37,-0.37,0,8.23,,0,V (Johnson),7.957,,0,4917,,,0,1.16,,,0,2.58,,,0,12/6/2018,W. M. Keck Observatory
HD 74156,b,HD 74156 b,Radial Velocity,0,2,51.645,0.003,-0.003,0,0.292,0.004,-0.004,0,0.627,0.009,-0.009,0,,,,,1.8,0.06,-0.06,0,Msini,,,,,,,,,0,0,0,0,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.6,4.6,-4.6,0,57.7,0.16,-0.16,0,7.614,0.012,0,V (Johnson),7.469,,0,6068,44,-44,0,1.24,0.04,-0.04,0,,,,,5/14/2014,Haute-Provence Observatory
HD 74156,c,HD 74156 c,Radial Velocity,0,2,2473,13,-13,0,3.85,0.054,-0.054,0,0.432,0.013,-0.013,0,,,,,8.06,0.37,-0.37,0,Msini,,,,,,,,,0,0,0,0,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.6,4.6,-4.6,0,57.7,0.16,-0.16,0,7.614,0.012,0,V (Johnson),7.469,,0,6068,44,-44,0,1.24,0.04,-0.04,0,,,,,5/14/2014,Haute-Provence Observatory
HD 7449,b,HD 7449 b,Radial Velocity,0,1,1255.5,5.1,-5.1,0,2.38,0.04,-0.04,0,0.92,0.03,-0.03,0,,,,0,0.508,0.111,-0.111,0,Msini,,,,0,,,,0,0,0,0,0,01h14m29.32s,18.622173,-05d02m50.6s,-5.047387,38.71,0.06,-0.06,0,38.71,0.06,-0.06,0,7.483,0.011,0,V (Johnson),7.35,,0,6024,,,0,1.05,,,0,,,,0,3/14/2019,La Silla Observatory
HD 75289,b,HD 75289 b,Radial Velocity,0,1,3.50927,0.000064,-0.000064,0,0.05,0,0,0,0.03,0.03,-0.03,0,,,,0,0.49,0.03,-0.03,0,Msini,,,,0,,,,0,0,0,0,0,08h47m40.39s,131.918289,-41d44m12.5s,-41.736794,29.14,0.02,-0.02,0,29.14,0.02,-0.02,0,6.35,,0,V (Johnson),6.205,,0,6117,16,-16,0,1.29,0.1,-0.1,0,1.23,0.02,-0.02,0,9/6/2018,La Silla Observatory
HD 75784,b,HD 75784 b,Radial Velocity,0,2,341.2,1.1,-1.1,0,1.032,0.066,-0.066,0,0.097,0.063,-0.063,0,,,,0,1,0.14,-0.14,0,Msini,,,,,,,,0,0,0,0,0,08h52m23.94s,133.099747,+13d14m00.4s,13.233433,85.64,0.52,-0.52,0,85.64,0.52,-0.52,0,7.84,,0,V (Johnson),7.56,,0,4867,,,0,1.26,,,0,3.4,,,0,12/6/2018,W. M. Keck Observatory
HD 75784,c,HD 75784 c,Radial Velocity,0,2,7900,2000,-2000,0,8.4,1.4,-1.4,0,0.489,0.092,-0.092,0,,,,0,5.64,0.72,-0.72,0,Msini,,,,,,,,0,0,0,0,0,08h52m23.94s,133.099747,+13d14m00.4s,13.233433,85.64,0.52,-0.52,0,85.64,0.52,-0.52,0,7.84,,0,V (Johnson),7.56,,0,4867,,,0,1.26,,,0,3.4,,,0,12/6/2018,W. M. Keck Observatory
HD 75898,b,HD 75898 b,Radial Velocity,0,1,422.9,0.29,-0.29,0,1.191,0.073,-0.073,0,0.11,0.01,-0.01,0,,,,0,2.71,0.36,-0.36,0,Msini,,,,0,,,,0,0,0,0,0,08h53m50.80s,133.461685,+33d03m24.5s,33.056812,78.23,0.3,-0.3,0,78.23,0.3,-0.3,0,8.03,,0,V (Johnson),7.896,,0,5963,,,0,1.26,0.23,-0.23,0,1.58,0.11,-0.11,0,9/27/2018,W. M. Keck Observatory
HD 76700,b,HD 76700 b,Radial Velocity,0,1,3.97097,0.00023,-0.00023,0,0.05,0,0,0,0.09,0.08,-0.08,0,,,,0,0.21,0.03,-0.03,0,Msini,,,,0,,,,0,0,0,0,0,08h53m55.51s,133.481308,-66d48m03.6s,-66.800995,60.99,0.12,-0.12,0,60.99,0.12,-0.12,0,8.155,0.012,0,V (Johnson),7.973,,0,5644,33,-33,0,0.99,0.17,-0.17,0,1.37,0.03,-0.03,0,9/6/2018,Anglo-Australian Telescope
HD 76920,b,HD 76920 b,Radial Velocity,0,1,415.4,0.2,-0.2,0,1.149,0.017,-0.017,0,0.856,0.009,-0.009,0,,,,0,3.93,0.14,-0.15,0,Msini,,,,0,,,,0,0,0,0,0,08h55m16.82s,133.820068,-67d15m55.7s,-67.265472,184.8,7.5,-7.5,0,185.01,1.03,-1.03,0,7.817,0.011,0,V (Johnson),7.514,,0,4698,100,-100,0,1.17,0.2,-0.2,0,7.47,0.6,-0.6,0,11/30/2017,Multiple Observatories
HD 77338,b,HD 77338 b,Radial Velocity,0,1,5.7361,0.0015,-0.0015,0,0.06,0,0,0,0.09,0.22,-0.22,0,,,,0,0.06,0.02,-0.02,0,Msini,,,,0,,,,0,0,0,0,0,09h01m12.50s,135.302063,-25d31m37.4s,-25.527061,46,0.07,-0.07,0,46,0.07,-0.07,0,8.591,0.013,0,V (Johnson),8.41,,0,5341,31,-31,0,1.37,0.32,-0.32,0,0.97,0.02,-0.02,0,9/6/2018,La Silla Observatory
HD 7924,b,HD 7924 b,Radial Velocity,0,3,5.39792,0.00025,-0.00025,0,0.06,0,0,0,0.06,0.05,-0.05,0,,,,0,0.02,0,0,0,Msini,,,,0,,,,0,0,0,0,1,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17,0.01,-0.01,0,17,0.01,-0.01,0,7.185,,0,V (Johnson),6.925,,0,5131,14,-14,0,0.65,0.05,-0.05,0,0.78,0.01,-0.01,0,9/6/2018,W. M. Keck Observatory
HD 7924,c,HD 7924 c,Radial Velocity,0,3,15.299,0.0032,-0.0033,0,0.1134,0.0013,-0.0014,0,0.098,0.096,-0.069,0,,,,,0.02473,0.0023,-0.00223,0,Msini,,,,,,,,,0,0,0,0,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17,0.01,-0.01,0,17,0.01,-0.01,0,7.185,,0,V (Johnson),6.925,,0,5131,14,-14,0,0.65,0.05,-0.05,0,0.78,0.01,-0.01,0,5/14/2015,W. M. Keck Observatory
HD 7924,d,HD 7924 d,Radial Velocity,0,3,24.451,0.015,-0.017,0,0.1551,0.0018,-0.0019,0,0.21,0.13,-0.12,0,,,,,0.02026,0.00249,-0.00245,0,Msini,,,,,,,,,0,0,0,0,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17,0.01,-0.01,0,17,0.01,-0.01,0,7.185,,0,V (Johnson),6.925,,0,5131,14,-14,0,0.65,0.05,-0.05,0,0.78,0.01,-0.01,0,5/14/2015,W. M. Keck Observatory
HD 79498,b,HD 79498 b,Radial Velocity,0,1,1807,15,-15,0,2.98,0.15,-0.15,0,0.575,0.023,-0.023,0,,,,0,1.34,0.21,-0.21,0,Msini,,,,0,,,,0,0,0,0,0,09h15m09.40s,138.789169,+23d22m32.0s,23.375549,49.02,0.18,-0.18,0,49.02,0.18,-0.18,0,8.05,,0,V (Johnson),7.886,,0,5748,,,0,1.08,0.15,-0.15,0,1.05,0.04,-0.04,0,9/27/2018,McDonald Observatory
HD 80606,b,HD 80606 b,Radial Velocity,0,1,111.4367,0.0004,-0.0004,0,,,,0,0.93,0,0,0,89.29,0.02,-0.02,0,4.38,0.74,-0.74,0,Mass,1.07,0.03,-0.03,0,,,,0,0,0,0,0,09h22m37.57s,140.65654,+50d36m13.4s,50.603722,66.6,0.16,-0.16,0,66.6,0.16,-0.16,0,9.001,0.019,0,V (Johnson),8.82,,0,5561,24,-24,0,1.15,0.27,-0.27,0,1.04,0.02,-0.02,0,4/26/2018,Multiple Observatories
HD 81040,b,HD 81040 b,Radial Velocity,0,1,1001.70001,7,-7,0,1.94,0.03,-0.03,0,0.53,0.04,-0.04,0,,,,0,7.27,0.98,-0.98,0,Msini,,,,0,,,,0,0,0,0,0,09h23m47.09s,140.946198,+20d21m52.0s,20.364454,34.47,0.08,-0.08,0,34.47,0.08,-0.08,0,7.72,,0,V (Johnson),7.555,,0,5755,20,-20,0,1.05,0.19,-0.19,0,0.91,0.01,-0.01,0,9/6/2018,Multiple Observatories
HD 81688,b,HD 81688 b,Radial Velocity,0,1,184.02,0.18,-0.18,0,0.81,,,0,0,,,0,,,,,2.7,,,0,Msini,,,,,,,,,0,0,0,0,09h28m39.99s,142.166626,+45d36m05.3s,45.601482,85.92,0.78,-0.78,0,85.92,0.78,-0.78,0,5.393,0.009,0,V (Johnson),5.089,,0,4753,15,-15,0,2.1,,,0,13,,,0,5/14/2014,Okayama Astrophysical Observatory
HD 82886,b,HD 82886 b,Radial Velocity,0,1,705,34,-34,0,1.58,0.08,-0.08,0,0.07,0.17,-0.17,0,,,,0,2.33,0.33,-0.33,0,Msini,,,,0,,,,0,0,0,0,0,09h35m45.18s,143.938263,+34d46m50.7s,34.780743,127.52,1.11,-1.11,0,127.52,1.11,-1.11,0,7.78,,0,V (Johnson),7.381,,0,4953,123,-123,0,2.53,0.46,-0.46,0,5.26,0.31,-0.31,0,9/6/2018,W. M. Keck Observatory
HD 82943,b,HD 82943 b,Radial Velocity,0,2,441.47,0.35,-0.35,0,1.18306,0.00062,-0.00062,0,0.162,0.036,-0.036,0,90,,,0,1.681,0.028,-0.028,0,Mass,,,,,,,,,0,0,0,0,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546,27.61,0.03,-0.03,0,27.61,0.03,-0.03,0,6.53,0.02,0,V (Johnson),6.386,,0,6016,,,0,1.2,,,0,,,,,5/14/2014,La Silla Observatory
HD 82943,c,HD 82943 c,Radial Velocity,0,2,220.078,0.051,-0.051,0,0.74345,0.00012,-0.00012,0,0.3663,0.0097,-0.0097,0,90,,,0,1.959,0.047,-0.047,0,Mass,,,,,,,,,0,0,0,0,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546,27.61,0.03,-0.03,0,27.61,0.03,-0.03,0,6.53,0.02,0,V (Johnson),6.386,,0,6016,,,0,1.2,,,0,,,,,5/14/2014,La Silla Observatory
HD 8326,b,HD 8326 b,Radial Velocity,0,1,158.991,1.44,-1.44,0,0.533,0.011,-0.011,0,0.2,0.11,-0.11,0,,,,0,0.20955,0.06167,-0.06167,0,Msini,,,,0,,,,0,0,0,0,0,01h22m07.61s,20.531721,-26d53m35.2s,-26.893103,30.71,,,0,30.71,0.04,-0.04,0,8.76,0.03,0,V (Johnson),,,,4914,51,-32,0,0.8,0.05,-0.05,0,,,,0,5/23/2019,Las Campanas Observatory
HD 83443,b,HD 83443 b,Radial Velocity,0,1,2.9857,0.000057,-0.000057,0,0.04,0,0,0,0.01,0.01,-0.01,0,,,,0,0.34,0.02,-0.02,0,Msini,,,,0,,,,0,0,0,0,1,09h37m11.83s,144.299286,-43d16m19.9s,-43.272205,40.95,0.06,-0.06,0,40.95,0.06,-0.06,0,8.222,0.011,0,V (Johnson),8.026,,0,5442,17,-17,0,0.79,0.07,-0.07,0,0.94,0.02,-0.02,0,9/6/2018,Multiple Observatories
HD 8535,b,HD 8535 b,Radial Velocity,0,1,1313,28,-28,0,2.45,0.04,-0.06,0,0.15,0.09,-0.05,0,,,,,0.68,0.07,-0.04,0,Msini,,,,,,,,,0,0,0,0,01h23m37.24s,20.905149,-41d16m11.3s,-41.269802,52.5,1.7,-1.6,0,55.53,0.1,-0.1,0,7.7,,0,V (Johnson),7.561,,0,6136,18,-18,0,1.13,,,0,1.19,0.04,-0.04,0,4/16/2015,La Silla Observatory
HD 85390,b,HD 85390 b,Radial Velocity,0,1,799.52,2.41,-2.41,0,1.373,0.035,-0.035,0,0.5,0.05,-0.05,0,,,,0,0.099,0.01,-0.01,0,Msini,,,,0,,,,0,0,0,0,0,09h50m02.50s,147.510406,-49d47m25.0s,-49.790268,33.56,0.04,-0.04,0,33.56,0.04,-0.04,0,8.526,0.014,0,V (Johnson),8.295,,0,5186,,,0,0.76,,,0,,,,0,3/14/2019,La Silla Observatory
HD 85512,b,HD 85512 b,Radial Velocity,0,1,58.43,0.13,-0.13,0,0.26,0,0,0,0.11,0.1,-0.1,0,,,,0,0.01,0,0,0,Msini,,,,0,,,,0,0,0,0,0,09h51m07.05s,147.779388,-43d30m10.0s,-43.502789,11.28,0.01,-0.01,0,11.28,0.01,-0.01,0,7.67,,0,V (Johnson),7.187,,0,4300,45,-45,0,0.43,0.1,-0.1,0,0.71,0.02,-0.02,0,9/6/2018,La Silla Observatory
HD 8574,b,HD 8574 b,Radial Velocity,0,1,227,0.2,-0.2,0,0.76,0.01,-0.01,0,0.3,0.03,-0.03,0,,,,0,2.03,0.14,-0.14,0,Msini,,,,0,,,,0,0,0,0,0,01h25m12.52s,21.302153,+28d34m00.1s,28.566692,44.88,0.09,-0.09,0,44.88,0.09,-0.09,0,7.112,0.011,0,V (Johnson),6.983,,0,6064,14,-14,0,1.34,0.12,-0.12,0,1.38,0.02,-0.02,0,9/6/2018,Haute-Provence Observatory
HD 86081,b,HD 86081 b,Radial Velocity,0,1,2.1378431,0.0000031,-0.0000031,0,0.0346,0.0027,-0.0027,0,0.0119,0.0047,-0.0047,0,,,,0,1.48,0.23,-0.23,0,Msini,,,,0,,,,0,0,0,0,0,09h56m05.92s,149.024658,-03d48m30.3s,-3.808422,104.24,0.55,-0.55,0,104.24,0.55,-0.55,0,8.73,,0,V (Johnson),8.588,,0,5939,,,0,1.21,0.28,-0.28,0,1.46,0.14,-0.14,0,9/27/2018,W. M. Keck Observatory
HD 86226,b,HD 86226 b,Radial Velocity,0,1,1695,58,-58,0,2.84,0.06,-0.06,0,0.15,0.09,-0.09,0,,,,,0.92,0.1,-0.1,0,Msini,,,,,,,,,0,0,0,0,09h56m29.85s,149.124359,-24d05m57.8s,-24.09939,45.74,0.1,-0.1,0,45.74,0.1,-0.1,0,7.932,0.013,0,V (Johnson),7.771,,0,5903,31,-31,0,1.06,0.03,-0.03,0,1.02,0.03,-0.03,0,5/14/2014,Las Campanas Observatory
HD 86264,b,HD 86264 b,Radial Velocity,0,1,1475,55,-55,0,2.86,0.07,-0.07,0,0.7,0.2,-0.2,0,,,,,7,1.6,-1.6,0,Msini,,,,,,,,,0,0,0,0,09h56m57.84s,149.240997,-15d53m42.4s,-15.895122,67.94,0.27,-0.27,0,67.94,0.27,-0.27,0,7.407,0.011,0,V (Johnson),7.284,,0,6210,44,-44,0,1.42,0.05,-0.05,0,1.88,0.12,-0.12,0,4/24/2015,Lick Observatory
HD 8673,b,HD 8673 b,Radial Velocity,0,1,1634,17,-17,0,3.02,0.15,-0.15,0,0.723,0.016,-0.016,0,,,,0,14.2,1.6,-1.6,0,Msini,,,,0,,,,0,0,0,0,0,01h26m08.78s,21.536604,+34d34m46.9s,34.5797,37.9,0.05,-0.05,0,37.9,0.05,-0.05,0,6.31,,0,V (Johnson),6.219,,0,6472,51,-51,0,1.35,0.1,-0.1,0,1.39,0.1,-0.1,0,1/31/2019,Thueringer Landessternwarte Tautenburg
HD 86950,b,HD 86950 b,Radial Velocity,0,1,1270,57,-57,0,2.72,0.08,-0.08,0,0.17,0.16,-0.16,0,,,,,3.6,0.7,-0.7,0,Msini,,,,,,,,,0,0,0,0,10h01m37.61s,150.406708,-17d19m58.9s,-17.333023,211.1,1.95,-1.95,0,211.1,1.95,-1.95,0,7.459,0.011,0,V (Johnson),7.18,,0,4805,100,-100,0,1.66,0.25,-0.25,0,8.8,0.6,-0.6,0,12/1/2016,Multiple Observatories
HD 87646,b,HD 87646 b,Radial Velocity,0,1,13.481,0.001,-0.001,0,0.117,0.003,-0.003,0,0.05,0.02,-0.02,0,,,,,12.4,0.7,-0.7,0,Msini,,,,,,,,,0,0,0,0,10h06m40.77s,151.669861,+17d53m42.4s,17.895103,135.17,14.24,-14.24,0,135.17,14.24,-14.24,0,8,,0,V (Johnson),7.93,,0,5770,80,-80,0,1.12,0.09,-0.09,0,1.55,0.22,-0.22,0,8/18/2016,Apache Point Observatory
HD 87883,b,HD 87883 b,Radial Velocity,0,1,2754,87,-87,0,3.58,0.1,-0.1,0,0.53,0.12,-0.12,0,,,,0,1.54,0.26,-0.26,0,Msini,,,,0,,,,0,0,0,0,0,10h08m43.14s,152.179749,+34d14m32.1s,34.24226,18.3,0.01,-0.01,0,18.3,0.01,-0.01,0,7.55,0.02,0,V (Johnson),7.272,,0,4915,73,-73,0,0.66,0.09,-0.09,0,0.79,0.03,-0.03,0,9/6/2018,Lick Observatory
HD 88133,b,HD 88133 b,Radial Velocity,0,1,3.414884,0.00003,-0.00003,0,0.0479,0.0033,-0.0033,0,0.031,0.021,-0.021,0,,,,0,0.2845,0.0063,-0.0063,0,Msini,,,,,,,,0,0,0,0,0,10h10m07.68s,152.531982,+18d11m12.7s,18.186871,73.77,0.3,-0.3,0,73.77,0.3,-0.3,0,8.01,,0,V (Johnson),7.81,,0,5392,,,0,1.26,,,0,2.2,,,0,12/6/2018,W. M. Keck Observatory
HD 89307,b,HD 89307 b,Radial Velocity,0,1,2166,38,-38,0,3.27,0.07,-0.07,0,0.2,0.05,-0.05,0,,,,0,2.11,0.21,-0.21,0,Msini,,,,0,,,,0,0,0,0,0,10h18m21.29s,154.588699,+12d37m16.0s,12.621108,32.04,0.05,-0.05,0,32.04,0.05,-0.05,0,7.009,0.011,0,V (Johnson),6.868,,0,5955,14,-14,0,1.27,0.12,-0.12,0,1.1,0.01,-0.01,0,9/6/2018,Lick Observatory
HD 89744,b,HD 89744 b,Radial Velocity,0,1,256.78,0.02,-0.02,0,0.917,0.009,-0.009,0,0.677,0.003,-0.003,0,,,,0,8.35,0.18,-0.18,0,Msini,,,,0,,,,0,0,0,0,0,10h22m10.56s,155.544006,+41d13m46.3s,41.22953,38.68,0.11,-0.11,0,38.68,0.11,-0.11,0,5.72,0.009,0,V (Johnson),5.586,,0,6291,,,0,1.86,,,0,,,,0,3/14/2019,Fred Lawrence Whipple Observatory
HD 90156,b,HD 90156 b,Radial Velocity,0,1,49.77,0.07,-0.07,0,0.25,0.004,-0.004,0,0.31,0.1,-0.1,0,,,,,0.057,0.005,-0.005,0,Msini,,,,,,,,,0,0,0,0,10h23m55.28s,155.980316,-29d38m43.9s,-29.645529,21.96,0.02,-0.02,0,21.96,0.02,-0.02,0,6.92,0.01,0,V (Johnson),6.74,,0,5599,12,-12,0,0.84,,,0,,,,,5/14/2014,La Silla Observatory
HD 9174,b,HD 9174 b,Radial Velocity,0,1,1179,34,-34,0,2.2,0.09,-0.09,0,0.12,0.05,-0.05,0,,,,,1.11,0.14,-0.14,0,Msini,,,,,,,,,0,0,0,0,01h30m01.00s,22.504177,-19d36m16.2s,-19.604502,81.68,0.3,-0.3,0,81.68,0.3,-0.3,0,8.4,,0,V (Johnson),8.229,,0,5577,100,-100,0,1.03,0.05,-0.05,0,1.67,0.07,-0.07,0,11/10/2016,Multiple Observatories
HD 92788,b,HD 92788 b,Radial Velocity,0,2,325.803,0.036525,-0.036525,0,0.97,0.02,-0.02,0,0.35,0.004,-0.005,0,,,,0,3.76,0.16,-0.15,0,Msini,,,,0,,,,0,0,0,0,0,10h42m48.53s,160.702209,-02d11m01.5s,-2.183756,34.69,0.06,-0.06,0,34.69,0.06,-0.06,0,7.31,,0,V (Johnson),7.139,,0,5744,24,-24,0,1.15,0.07,-0.07,0,1.14,0.02,-0.02,0,4/11/2019,Multiple Observatories
HD 92788,c,HD 92788 c,Radial Velocity,0,2,11611.2975,5055.06,-905.82,0,10.5,2.9,-0.55,0,0.46,0.12,-0.03,0,,,,0,3.67,0.3,-0.25,0,Msini,,,,0,,,,0,0,0,0,0,10h42m48.53s,160.702209,-02d11m01.5s,-2.183756,34.69,0.06,-0.06,0,34.69,0.06,-0.06,0,7.31,,0,V (Johnson),7.139,,0,5744,24,-24,0,1.15,0.07,-0.07,0,1.14,0.02,-0.02,0,4/11/2019,La Silla Observatory
HD 92987,b,HD 92987 b,Radial Velocity,0,1,10354.8375,551.5275,-270.285,0,9.62,0.36,-0.26,0,0.21,0.02,-0.01,0,,,,0,16.88,0.69,-0.65,0,Msini,,,,0,,,,0,0,0,0,1,10h43m36.27s,160.901108,-39d03m30.3s,-39.058426,43.59,0.07,-0.07,0,43.59,0.07,-0.07,0,7.03,,0,V (Johnson),6.86,,0,5770,36,-36,0,1.08,0.06,-0.06,0,1.58,0.04,-0.04,0,4/11/2019,La Silla Observatory
HD 93083,b,HD 93083 b,Radial Velocity,0,1,143.58,0.6,-0.6,0,0.477,,,0,0.14,0.03,-0.03,0,,,,,0.37,,,0,Msini,,,,,,,,,0,0,0,0,10h44m20.91s,161.087143,-33d34m37.3s,-33.577023,28.54,0.04,-0.04,0,28.54,0.04,-0.04,0,8.3,0,0,V (Johnson),8.042,,0,4995,50,-50,0,0.7,0.04,-0.04,0,,,,,5/14/2014,La Silla Observatory
HD 9446,b,HD 9446 b,Radial Velocity,0,2,30.052,0.027,-0.027,0,0.189,0.006,-0.006,0,0.2,0.06,-0.06,0,,,,0,0.7,0.06,-0.06,0,Msini,,,,0,,,,0,0,0,0,0,01h33m20.18s,23.334101,+29d15m54.5s,29.265148,50.42,0.35,-0.35,0,50.42,0.35,-0.35,0,8.369,0.015,0,V (Johnson),8.209,,0,5793,22,-22,0,1,0.1,-0.1,0,1,,,0,1/31/2019,Haute-Provence Observatory
